composure	mental calmness	k/@/m'p/oU//Z//@/r	Not Available	normal	false
compound	combine; produce by combining; increase; make worse by adding to or increasing; exacerbate;	'k/A/mp/&//U/nd	compound an error, fact	normal	false
comprehend	include; understand	,k/A/mpr/I/'h/E/nd	Not Available	normal	false
comprehensive	broad; including a lot or everything; thorough; inclusive	,k/A/mpr/I/'h/E/ns/I/v	Not Available	normal	false
compress	force into less space; squeeze; contract; put into fewer words; N: thick mass of cloth pressed to part of the body to stop bleeding or swelling, reduce fever, etc.	Not available	Not Available	normal	false
comprise	include; consist of	k/@/m'pr/aI/z	Not Available	normal	false
compromise	adjust or settle by making mutual concessions; endanger the interests or reputation of; put into danger, disrepute, or a dishonorable position;	'k/A/mpr/@/,m/aI/z	compromise one's principle	normal	false
compulsion	the act of compelling; use of force; strong desire that is difficult to control; irresistible impulse	k/@/m'p/@/l/S//@/n	He can be made to take this medicine only by compulsion. A promise made under compulsion is not binding. Wealthy people sometimes feel a compulsion to steal things they can easily afford to buy.	easy	false
compulsive	compelling; resulting from compulsion	k/@/m'p/@/ls/I/v	She has a compulsive desire to keep her house perfectly neat. He gave the boy ahead of him a compulsive push.	normal	false
compulsory	obligatory; that must be done	k/@/m'p/@/ls/@/r/i/	Not Available	normal	false
compunction	remorse; strong uneasiness caused by guilt	k/@/m'p/@//N/k/S//@/n	Not Available	normal	false
compute	reckon; calculate	k/@/m'p/j//u/t	Not Available	normal	false
concatenate	link as in a chain	k/A/n'k/&/t,/-/n/eI/t	Not Available	normal	false
concave	hollow; curved inwards; OP. convex	k/A/n'k/eI/v	Not Available	normal	false
concede	admit; acknowledge as being true (often reluctantly); yield; grant;	k/@/n's/i/d	concede a goal	normal	false
conceit	vanity or self-love; too high opinion of one's own value; extravagant metaphor (in poetry)	k/@/n's/i/t	Not Available	normal	false
concentric	having a common center	k/@/n's/E/ntr/I/k	Not Available	normal	false
conception	a thought; notion; idea; the act of forming an idea or thought	k/@/n's/E/p/S//@/n	His conception of the problem was different from mine. A scientist has great powers of conception	easy	false
concerted	mutually agreed on; done together by agreement;	k/@/n's/[@]/rt/I/d	concerted effort	normal	false
concession	an act of yielding; conceding; something conceded; point, right, etc. given unwillingly; privilege of maintaining a business in a certain place;	k/@/n's/E//S//@/n	oil concessions in the North sea	normal	false
conciliatory	reconciling; soothing; V. conciliate: reconcile; soothe; win the friendly feelings (by removing anger)	k/@/n's/I/l/i//@/,t/oU/r/i/	Not Available	normal	false
concise	brief and compact	k/@/n's/aI/s	Not Available	normal	false
conclave	a private meeting	'k/A/nkl/eI/v	Not Available	difficult	false
conclusive	decisive; ending all debate	k/@/n'kl/u/s/I/v	Not Available	normal	false
concoct	prepare by mixing or combining; make up in concert; devise (something false) so as to deceive;	k/A/n'k/A/kt	concoct an elaborate excuse for being late	normal	false
concomitant	that which accompanies;	k/A/n'k/A/m/I/t/-/nt	Deafnes is a frequent concommitant of old age	normal	false
concord	harmony; accord	'k/A/nk/O/rd	Not Available	normal	false
concordat	formal agreement	k/A/n'k/O/rd/&/t	Not Available	normal	false
concur	agree; coincide; happen at the same time	k/@/n'k/[@]/r	Not Available	normal	false
concurrent	happening at the same time; in agreement	k/@/n'k/[@]/r/@/nt	Not Available	normal	false
condescend	(derog.) bestow courtesies with a superior air; descend to the level of one considered inferior	,k/A/nd/I/'s/E/nd	Not Available	normal	false
condign	adequate; (of punishment) severe and well deserved	k/@/n'd/aI/n	Not Available	normal	false
condiments	seasonings; spices	Not available	Not Available	normal	false
condole	express condolences; N. condolence: sympathy for someone who has experienced great sorrow	k/@/n'd/oU/l	Not Available	normal	false
condone	overlook; forgive; give tacit approval; excuse	k/@/n'd/oU/n	Not Available	normal	false
conducive	helpful; contributive; V. conduce;	k/@/n'd/u/s/I/v	conduce to/towards	normal	false
conduit	aqueduct; passageway for fluids	'k/A/ndw/I/t	Not Available	normal	false
confidant	trusted friend (to whom one tells one's secret)	,k/A/nf/I/'d/&/nt	Not Available	easy	false
confide	tell in confidence (to a person one trusts); be confident about	k/@/n'f/aI/d	Not Available	normal	false
confidence	self-assurance; calm unworried feeling based on a strong belief in one's abilities; strong belief in the ability of a person or plan; trust or faith in a person or thing; something confided; secret;	'k/A/nf/I/d/@/ns	confidence in your ability, I'm telling you this	normal	false
confidential	spoken or written in secret; trusted with private matters;	,k/A/nf/I/'d/E/n/S//@/l	confidential secretary	normal	false
confine	shut in an enclosed space; restrict; keep within limits; N. confinement	k/@/n'f/aI/n	Not Available	normal	false
confiscate	seize; take possession of (private property) by official order (usu. as a punishment); commandeer	'k/A/nf/I/,sk/eI/t	Not Available	normal	false
conflagration	great fire	,k/A/nfl/@/'gr/eI//S//@/n	Not Available	normal	false
confluence	flowing together; the place where two rivers flow together; crowd; gathering together	'k/A/nfl/u//@/ns	Not Available	normal	false
conformist	person who uncritically conforms to the customs of a group; OP. nonconformist: one who does not conform to accepted beliefs of norms	k/@/n'f/O/rm/I/st	Not Available	normal	false
conformity	harmony; agreement with established rules or customs; similarity;	k/@/n'f/O/rm/I/t/i/	behave in conformity with, conform to the rule	normal	false
confound	confuse; puzzle	k/A/n'f/AU/nd	Not Available	normal	false
congeal	to harden or make solid by cold; freeze	k/@/n'/dZ//i/l	The river congealed into a solid sheet of ice with the first freeze this winter. The pudding congealed as it cooled. Fear congealed his very blood	normal	false
congenial	pleasant; friendly; in agreement with one's tastes and nature;	k/@/n'/dZ//i/n/j//@/l	congenial weather	normal	false
congenital	existing at birth	k/@/n'/dZ//E/n/I/t/-/l	Not Available	normal	false
conglomerate	corporation made up of several different companies in diversified fields; mass of various material gathered together; rock consisting of small stones held together by clay; V.	k/@/n'gl/A/m/@/r/@/t	Not Available	normal	false
conglomeration	mass of material sticking together; a mixed-up mass of various things or persons; mixture	k/@/n,gl/A/m/@/'r/eI//S//@/n	The stew was a conglomeration of meat and vegetables	normal	false
congruence	correspondence of parts; harmonious relationship; CF. congruity	'k/A//N/gr/u//@/ns	Not Available	normal	false
congruent	in agreement; harmonious; corresponding; coinciding exactly; CF. congruous	'k/A//N/gr/u//@/nt	Not Available	normal	false
conifer	pine tree (usu. evergreen); cone-bearing tree; ADJ. coniferous; CF. deciduous; CF. evergreen	'k/oU/n/@/f/@/r	Not Available	normal	false
conjecture	surmise; guess; V.	k/@/n'/dZ//E/k/tS//@/r	Not Available	normal	false
conjugal	pertaining to marriage	'k/A/n/dZ//@/g/@/l	Not Available	normal	false
conjure	cause to appear by magic; summon (a devil or a spirit) by magical power; practice magic (esp. by very quick movement of the hands); evoke; conjure up: bring into the mind;	'k/A/n/dZ//@/r	The magician conjured a rabbit out of his hat	normal	false
connivance	the act of conniving; pretended ignorance or secret encouragement of wrongdoing	k/@/'n/aI/v/@/ns	Not Available	difficult	false
connoisseur	person competent to act as a judge of art, etc. (whose judgments are respected); a lover of an art	,k/A/n/@/'s/[@]/r	Not Available	normal	false
connotation	suggested or implied meaning of an expression; V. connote	,k/A/n/@/'t/eI//S//@/n	Not Available	easy	false
connubial	pertaining to marriage or the matrimonial state	k/@/'n/u/b/i//@/l	Not Available	normal	false
consanguineous	having a common ancestor	,k/A/ns/&//N/'gw/I/n/i//@/s	Not Available	normal	false
consanguinity	kinship; relationship by birth	,k/A/ns/&//N/'gw/I/n/I/t/i/	Not Available	normal	false
conscientious	careful to do what one knows is right; scrupulous; controlled by conscience; done with care to make it right	,k/A/n/S//i/'/E/n/S//@/s	The foreman is a conscientious worker and knows his duty. Conscientious work is careful and exact.	easy	false
conscript	draftee; person forced into military service; V.	k/@/n'skr/I/pt	Not Available	normal	false
consecrate	dedicate; sanctify; declare as sacred;	'k/A/ns/@/,kr/eI/t	consecrate one's life to helping the poor	normal	false
consensus	general agreement; opinion reached by a group	k/@/n's/E/ns/@/s	Not Available	normal	false
consequential	self-important; significant; consequent; following as a result;	,k/A/ns/@/'kw/E/n/S//@/l	consequential air	normal	false
conservatory	a school for instruction in music; a greenhouse or glass-enclosed room for growing and displaying plants and flowers	k/@/n's/[@]/rv/@/,t/oU/r/i/	Not Available	difficult	false
consign	send to a person or place for sale; deliver officially; entrust; put into the care of another; set apart (for a special purpose); N. consignment; CF. consignor, consignee	k/@/n's/aI/n	Not Available	normal	false
consistency	absence of contradictions; uniformity; degree of thickness or firmness;	k/@/n's/I/st/@/ns/i/	consistency of thick cream	normal	false
console	lessen sadness or disappointment; give comfort; allay the sorrow of; N. consolation	'k/A/ns/oU/l	Not Available	normal	false
consolidation	unification; process of becoming firmer or stronger; V. consolidate: merge; strengthen	k/@/n,s/A/l/I/'d/eI//S//@/n	A consolidation of the family's resources made his trip possible.	normal	false
consonance	harmony; agreement	'k/A/ns/@/n/@/ns	Not Available	normal	false
consonant	in agreement; in accord; harmonious	'k/A/ns/@/n/@/nt	His action is consonant with his beliefs.	normal	false
consort	associate with; keep company; N: husband or wife (or a ruler)	'k/A/ns/oU/rt	Not Available	normal	false
conspiracy	treacherous plot; secret plan against the law (by two or more people)	k/@/n'sp/I/r/@/s/i/	Not Available	normal	false
conspire	take part in a conspiracy; (of events) work together; combine;	k/@/n'sp/aI//-/r	Events conspired to produce great difficulties	normal	false
consternation	great shock; dismay	,k/A/nst/@/r'n/eI//S//@/n	Not Available	normal	false
constituency	the voters in a district; constituents; this district; a group of supporters or customers; clientele	k/@/n'st/I//tS//u//@/ns/i/	The congressman was reelected to office by his constituency. His constituency is composed of farmers and cattlemen.	difficult	false
constituent	supporter; voter; member of a constituency; component	k/@/n'st/I//tS//u//@/nt	Not Available	normal	false
constitution	constituting; system of laws; composition of something; physical makeup or structure of a person;	,k/A/nst/I/'t/u//S//@/n	men with strong constitutions	normal	false
constraint	restraint; compulsion; repression of feelings; reticence; V. constrain: hold back; restrain; compel; oblige; confine forcibly; imprison	k/@/n'str/eI/nt	Not Available	normal	false
construe	explain; interpret;	k/@/n'str/u/	construe her silence as meaning that she agreed	normal	false
consummate	complete; V.	k/@/n's/@/m/@/t	Not Available	normal	false
contagion	the spreading of disease by direct or indirect contact; a disease spread in this way; (figurative) the spreading of any influence from one person to another; evil influence; moral corruption	k/@/n't/eI//dZ//@/n	Contagion is hard to prevent in crowded areas. The contagion ran all through the dormitories. At the cry of "Fire!" a contagion of fear swept through the audience, causing a panic. Her mother feared the contagion of drugs.	easy	false
contaminate	pollute	k/@/n't/&/m/I/,n/eI/t	Not Available	normal	false
contempt	scorn; disdain; ADJ. contemptuous; CF. contemptible	k/@/n't/E/mpt	Not Available	normal	false
contend	struggle; compete; assert earnestly; state strongly	k/@/n't/E/nd	Not Available	normal	false
contention	a statement or point that one has argued for; statement maintained as true; an arguing; disputing; quarelling	k/@/n't/E/n/S//@/n	Columbus's contention that the earth was round turned out to be correct. The was some contention about choosing a captain for the baseball team.	normal	false
contentious	quarrelsome; controversial; likely to cause arguments	k/@/n't/E/n/S//@/s	Not Available	normal	false
contest	dispute; argue about the rightness of; compete for; try to win;	Not available	contest the election results, contest a seat in Parliament	normal	false
context	writings preceding and following the passage quoted; circumstance in which an event occurs	'k/A/nt/E/kst	Not Available	normal	false
contiguous	adjacent to; touching upon	k/@/n't/I/g/j//u//@/s	Not Available	normal	false
continence	self-restraint; sexual chastity; sexual abstinence; voluntary control over bladder and bowel functions; ADJ. continent	'k/A/nt/-/n/@/ns	Not Available	normal	false
contingent	dependent on something uncertain or in the future; conditional; happening by chance; accidental; N: a group of soldiers, ships to a larger force; CF. contingency: future event that may or may not occur; possibility;	k/@/n't/I/n/dZ//@/nt	prepare for every contingency	normal	false
contortions	twistings; distortions; V. contort: twist violently out of shape; CF. contortionist	Not available	Not Available	normal	false
contraband	illegal trade; smuggling; smuggled goods; ADJ.	'k/A/ntr/@/,b/&/nd	Not Available	normal	false
contravene	contradict; oppose; violate (a rule, law, or custom); N. contravention	,k/A/ntr/@/'v/i/n	Not Available	normal	false
contrite	penitent; repentant; N. contrition	k/@/n'tr/aI/t	Not Available	normal	false
contrivance	something contrived; machine or apparatus; clever deceitful plan; scheme	k/@/n'tr/aI/v/@/ns	Not Available	normal	false
contrive	invent or fabricate in a clever way (by improvisation); manage;	k/@/n'tr/aI/v	contrive to attract his attention	normal	false
contrived	unnatural and forced; artificial; not spontaneous;	k/@/n'tr/aI/vd	The ending was rather contrived	normal	false
controvert	oppose with arguments; attempt to refute; contradict; ADJ. controversial; N. controversy	'k/A/ntr/@/,v/[@]/rt	Not Available	normal	false
contumacious	stubborn and disobedient; resisting authority (esp. disobedient to an order made by a court)	,k/A/nt/U/'m/eI//S//@/s	Not Available	normal	false
contusion	bruise	k/@/n't/u//Z//@/n	Not Available	normal	false
conundrum	riddle; difficult problem	k/@/'n/@/ndr/@/m	Not Available	normal	false
convene	come together; assemble; call to meet;	k/@/n'v/i/n	convene the council	normal	false
convention	social or moral custom; established practice; formal meeting; international agreement	k/@/n'v/E/n/S//@/n	Not Available	normal	false
conventional	ordinary; typical; not nuclear;	k/@/n'v/E/n/S//@/n/-/l	conventional weapons	normal	false
converge	approach; tend to meet; come together	k/@/n'v/[@]/r/dZ/	Not Available	normal	false
conversant	familiar with; having knowledge of	k/@/n'v/[@]/rs/@/nt	The conductor is conversant with all of the instruments of the orchestra. Students who play football are conversant with the rules of the game.	easy	false
converse	opposite; ADJ.	'k/A/nv/[@]/rs	Not Available	normal	false
convert	one who has adopted a different religion or opinion; V: change into another form; (persuade to) adopt a particular religion or belief	Not available	Not Available	normal	false
convex	curving outward	'k/A/nv/E/ks	Not Available	normal	false
conveyance	vehicle; transfer; act of conveying;	k/@/n'v/eI//@/ns	public conveyance	normal	false
conviction	judgment that someone is guilty of a crime; strongly held belief	k/@/n'v/I/k/S//@/n	Not Available	normal	false
convivial	pleasantly merry; festive; joyous; gay; characterized by joviality; jovial	k/@/n'v/I/v/i//@/l	Not Available	normal	false
convoke	call together;	k/@/n'v/oU/k	convoke Parliament	normal	false
convoluted	coiled around; twisted; involved; complicated; intricate; complex; N. convolution: twist; one of the convex folds of the surface of the brain	'k/A/nv/@/,l/u/t/I/d	Not Available	normal	false
convulsion	violent uncontrollable shaking movement (caused by illness); V. convulse; ADJ. convulsive	k/@/n'v/@/l/S//@/n	Not Available	normal	false
copious	plentiful	'k/oU/p/i//@/s	Not Available	normal	false
coquette	flirt; flirtatious woman; woman who tries to attract the admiration of men without sincere feelings; V.	k/oU/'k/E/t	Not Available	normal	false
cordial	warmly friendly; gracious; heartfelt;	'k/O/r/dZ//@/l	cordial welcome	normal	false
cordon	extended line of men or fortifications to prevent access or egress; (3/4e��+�1/4� �_�s�v �+++*+ �+-�-) +s1/2- +(r)�+; V.	'k/O/rd/-/n	Not Available	normal	false
cornice	projecting molding on building (usually above columns or pillars); +�+� +s1/2-	'k/O/rn/I/s	Not Available	normal	false
cornucopia	horn (or horn-shaped container) overflowing with fruit and grain; symbol of abundance; horn of plenty	,k/O/rn/@/'k/oU/p/i//@/	Not Available	normal	false
corollary	natural consequence (which naturally follows from something else)	'k/O/r/@/,l/E/r/i/	Not Available	normal	false
coroner	public official who investigates any death thought to be of other than natural causes	'k/O/r/@/n/@/r	Not Available	normal	false
corporeal	bodily (rather than spiritual); of a bodily form; material; tangible	k/O/r'p/oU/r/i//@/l	Food and water are corporeal nourishment. Land, trees and money are corporeal things.	normal	false
corpulent	very fat; N. corpulence	'k/O/rp/j//@/l/@/nt	Not Available	normal	false
corpus	collection (of writings or information);	'k/O/rp/@/s	the corpus of Shakespear's works	normal	false
corpuscle	red or white cell in the blood	'k/O/rp/@/s/@/l	Not Available	normal	false
correlate	either of the correlated things; V.	'k/O/r/@/,l/eI/t	Not Available	normal	false
correlation	mutual relationship	,k/O/r/@/'l/eI//S//@/n	Not Available	normal	false
corroborate	confirm; support; strengthen	k/@/'r/A/b/@/,r/eI/t	Not Available	normal	false
corrode	destroy or wear away gradually by chemical action (over a long period)	k/@/'r/oU/d	Not Available	normal	false
corrosive	eating away by chemicals or disease; (of language) fierce	k/@/'r/oU/s/I/v	Not Available	normal	false
corrugated	wrinkled; ridged	Not available	Not Available	normal	false
cosmic	pertaining to the universe; vast	'k/A/zm/I/k	Not Available	normal	false
coterie	group that meets socially; select circle; close group of people with shared interests	'k/oU/t/@/r/-/	Not Available	normal	false
countenance	the expression of the face; the face; features; visage; approval, support, or encouragement; calmness; composure; confidence	'k/AU/nt/-/n/@/ns	His angry countenance showed how he felt. The actor had a handsome and distinguished countenance. They gave countenance to our plan, but no active help. countenance his rude behavior	normal	false
countermand	cancel; revoke (an order)	,k/&//U/nt/@/'m/A/nd	Not Available	normal	false
counterpart	a person or thing closely resembling another; a person or thing that complements or corresponds to another; a copy; duplicate	'k/AU/nt/@/r,p/A/rt	She is the counterpart of her twin sister. Night is the counterpart of day.	normal	false
coup	highly successful action or sudden attack; coup(s) d'\'etat; CF. coup de gr\^ace: deathblow or shot which kills	k/u/	Not Available	normal	false
couple	to join together; join together in pairs.	'k/@/p/@/l	The brakeman coupled two freight cars.	normal	false
courier	messenger	'k/[@]/r/i//@/r	Not Available	normal	false
court	attempt to gain; seek; woo; risk; behave so as to invite; attempt to gain the favor of by attention;	k/oU/rt	court disaster	normal	false
covenant	binding agreement between two groups or people; compact; V: enter into a covenant; promise	'k/@/v/@/n/@/nt	Not Available	normal	false
covert	secret; hidden; implied; OP. overt	'k/@/v/@/rt	The children cast covert glances at the box of candy they were told not to touch.	easy	false
covetous	avaricious; desirous of (someone else's possessions); V. covet: desire eagerly (someone else's possessions)	'k/@/v/I/t/@/s	Not Available	normal	false
cow	terrorize; intimidate	k/AU/	Not Available	normal	false
cower	to crouch or draw back in fear or shame; cringe; quail; to draw back tremblingly from another's threats or blows	'k/AU//@/r	The dog cowered under the table after being whipped by its master.	difficult	false
coy	shy (flirtatiously); showing a (pretended) lack of self-confidence; modest; coquettish; CF. job offer+� ��3/4-++ ��	k//Oi//	Not Available	normal	false
cozen	cheat; hoodwink; swindle	'k/@/z/@/n	Not Available	normal	false
crabbed	sour; bad-tempered; peevish; difficult to read as handwriting	'kr/&/b/I/d	Not Available	normal	false
craft	skill (esp. with one's hands); skill in deceiving people; guile; ADJ. crafty: cleverly deceitful; cunning	kr/&/ft	Not Available	normal	false
crass	very unrefined; grossly insensible; crude and undiscriminating;	kr/&/s	crass behavior	normal	false
crave	desire; want intensely	kr/eI/v	Not Available	normal	false
craven	cowardly	'kr/eI/v/@/n	Not Available	normal	false
credence	belief	'kr/i/d/-/ns	Not Available	normal	false
credential	evidence concerning one's authority; written proof of a person's position;	kr/I/'d/E/n/S//@/l	The new ambassador presented his credentials to the court	normal	false
credo	creed	'kr/i/d/oU/	Not Available	normal	false
credulity	belief on slight evidence; gullibility; naivet\'e; ADJ. credulous	kr/@/'d/u/l/I/t/i/	Not Available	normal	false
creed	system of religious or ethical belief	kr/i/d	Not Available	normal	false
creep	move with body close to the ground; move stealthily or slowly; N.	kr/i/p	Not Available	easy	false
cremate	to burn (a dead body) to ashes instead of burying it; to burn	'kr/i/m/eI/t	Not Available	normal	false
crescendo	increase in the volume or intensity as in a musical passage; climax; CF. crescent	kr/I/'/S//E/nd/oU/	Not Available	normal	false
crest	top (as of a hill or wave); showy feathers on the head of a bird	kr/E/st	Not Available	normal	false
crestfallen	dejected; dispirited	'kr/E/st,f/O/l/@/n	Not Available	normal	false
crevice	crack; fissure	'kr/E/v/I/s	Not Available	normal	false
cringe	shrink back as if in fear; cower	kr/I/n/dZ/	Not Available	normal	false
crinkle	wrinkle	'kr/I//N/k/@/l	Not Available	normal	false
criteria	standards used in judging; CF. criterion	Not available	Not Available	normal	false
crochet	make (a piece of needlework) by looping thread with a hooked needle; N. CF. crotchet	kr/oU/'/S//eI/	Not Available	normal	false
crone	hag; ugly old woman	kr/oU/n	Not Available	normal	false
cross	bad-tempered; showing ill-humor; angry	kr/O/s	Not Available	normal	false
crossbreed	hybridize; N: hybrid; CF. interbreed; CF. inbreed	'kr/O/s,br/E/d	Not Available	normal	false
crotchety	(of someone old) eccentric; odd; whimsical; bad-tempered; N. crotchet: odd or whimsical notion	'kr/A//tS//I/t/i/	Not Available	normal	false
crust	hard outer covering (as of earth or snow); the hard, outside part of bread	kr/@/st	Baking makes the crust hard and dry to protech the crumb inside. The boy was told to eat the crusts of his sandwich.	easy	false
crux	essential or main point;	kr/@/ks	the crux of the problem	normal	false
crypt	secret recess or vault usually used for burial; underground room (under a church)	kr/I/pt	Not Available	normal	false
cryptic	mysterious; hidden; secret	'kr/I/pt/I/k	Not Available	normal	false
cubicle	small chamber used for sleeping or work	'k/j//u/b/I/k/@/l	Not Available	normal	false
cue	word or signal (as in a play to prompt another actor's speech or entrance); reminder or hint; V: give a cue to	k/j//u/	Not Available	normal	false
cuisine	style of cooking;	kw/I/'z/i/n	French cuisine	normal	false
culinary	relating to cooking or kitchen	'k/j//u/l/@/,n/E/r/i/	After one of her meals, Mother is often praised for her skill in the culinary arts.	easy	false
cull	pick out from others (to kill the weakest members); reject; select; collect (information); N.	k/@/l	Not Available	normal	false
culmination	highest point; climax; V. culminate in: reach the highest point in; end in;	,k/@/lm/@/'n/eI//S//@/n	a series of minor clashes culminating in war	normal	false
culpable	deserving blame; blameworthy	'k/@/lp/@/b/@/l	Not Available	normal	false
culprit	one guilty of a crime	'k/@/lpr/I/t	Not Available	normal	false
culvert	artificial channel for water; drain crossing under a road	'k/@/lv/@/rt	Not Available	normal	false
cumbersome	heavy and awkward to carry or wear; burdensome;	'k/@/mb/@/rs/@/m	cumbersome parcel/uniform	normal	false
cumulative	growing by addition; accumulative	'k/j//u/m/j//@/,l/eI/t/I/v	Not Available	normal	false
cunning	clever in deceiving; sly; N: cleverness in deceiving; deceit	'k/@/n/I//N/	Not Available	easy	false
cupidity	greed (for wealth); CF. cupid; CF. Cupid	k/j//u/'p/I/d/I/t/i/	Not Available	normal	false
curator	superintendent; manager (in charge of a museum or a library)	k/j//U/'r/eI/t/@/r	Not Available	normal	false
curb	chain or strap used with a bit to restrain a horse; something that checks; V: check; restrain	k/[@]/rb	Not Available	normal	false
curfew	regulation requiring all people to leave the streets at stated times; signal (as a bell) announcing the hour of a curfew	'k/[@]/rf/j//u/	Not Available	normal	false
curmudgeon	churlish, miserly individual; bad-tempered old person	k/@/r'm/@//dZ//@/n	Not Available	normal	false
cursive	written with the letters joined together and with flowing strokes	'k/[@]/rs/I/v	Ordinary handwriting is cursive.	easy	false
cursory	casual; hastily done with little attention to detail	'k/[@]/rs/@/r/i/	Not Available	normal	false
curtail	shorten; reduce	'k/[@]/rt/eI/l	Not Available	normal	false
cynical	doubting the sincerity and goodness of others; sneering; sarcastic	's/I/n/I/k/@/l	There are many other people ... who are just as cynical as these youngsters about local politicians (Harper's). The boys made several cynical remarks to cover up their disappointment at being left out of the play.	easy	false
cynosure	object of general attention; person or thing that is a center of attention; CF. Ursa Minor	's/aI/n/@/,/S//U/r	Not Available	normal	false
debacle	sudden disastrous downfall or defeat; complete disaster	d/eI/'b/A/k/@/l	Not Available	normal	false
debris	rubble; wreckage; scattered remains of something broken or destroyed	d/@/'br/i/	Not Available	easy	false
decollete	(of a dress) having a low-cut neckline; CF. d\'ecolletage: low neckline (on a dress)	,d/eI/k/A/l't/eI/	Not Available	normal	false
denouement	final outcome; final development of the plot of a play or other literary work; the end of a story when everything is explained	,d/eI/n/u/'m/A/N	Not Available	normal	false
dabble	work at in a nonserious fashion; splash around; move noisily in a liquid	Not available	Not Available	normal	false
dainty	delicate; delicately beautiful; fastidious; not easy to please;	'd/eI/nt/i/	dainty movement/dress	normal	false
dais	raised platform for speakers or other important people	'd/eI//I/s	Not Available	normal	false
dally	to act in a playful manner; to flirt (with danger, temptation, etc., or with a person); trifle; to linger idly; loiter; to waste (time); idle	'd/&/l/i/	The spring breeze dallies with the flowers. He dallied with the offer for days, but finally refused it. he was late for school because he dallied along the way. He dallied the afternoon away daydreaming.	difficult	false
damn	condemn; criticize severely; condemn to everlasting punishment; doom; bring to ruin; N. damnation	d/&/m	Not Available	normal	false
dank	damp; unpleasantly wet	d/&//N/k	Not Available	normal	false
dapper	neat and trim (in appearance); (of small men) neat in appearance and quick in movements; neat; spry	'd/&/p/@/r	Not Available	normal	false
dappled	spotted	'd/&/p/@/ld	Not Available	normal	false
dart	move or throw suddenly and quickly	d/A/rt	Not Available	normal	false
daub	smear (as with paint); cover with something sticky;	d/O/b	daub one's clothes with mud/paint, a daub of paint	normal	false
daunt	intimidate; frighten; discourage; dishearten	d/O/nt	Not Available	normal	false
dauntless	bold; fearless	'd/O/ntl/I/s	Not Available	normal	false
dawdle	loiter; hang around; waste time doing nothing	'd/O/d/-/l	Not Available	normal	false
daze	stun as with a blow or shock; bemuse; benumb; N.	d/eI/z	Not Available	normal	false
dazzle	make blind with a sudden intense light; amaze; fill with wonder	'd/&/z/@/l	Not Available	normal	false
deadlock	a condition or situation in which activity between two opposing sides stops because they are equally strong and neither one will give in; complete standstill	'd/E/d,l/A/k	Employers and strikers had reached a deadlock in their dispute over higher wages.	easy	false
deadpan	an expressionless face, person, or manner; showing no expression or feeling; in a deadpan manner; to act or perform in a deadpan manner	'd/E/d,p/&/n	a deadpan comedian, deadpan language, a deadpan news story. The lines were read deadpan.to deadpan a joke, to deadpan through a party.	difficult	false
dearth	scarcity	d/[@]/r/T/	Not Available	normal	false
debar	to bar out; shut out; prevent; prohibit; exclude; forbid	d/I/'b/A/r	debarred from jury services. School rules debarred him from playing on the school team until his grades improved.	difficult	false
debase	degrade; reduce in quality or value; degenerate; lower in esteem; disgrace; N. debasement	d/I/'b/eI/s	Not Available	easy	false
debauch	corrupt morally; seduce from virtue; N. debauchery: wild behavior (with sex and alcohol)	d/I/'b/O//tS/	Not Available	normal	false
debilitate	weaken (esp. through heat, hunger, illness); enfeeble	d/I/'b/I/l/I/,t/eI/t	Not Available	normal	false
debonair	(of men) friendly, charming, and fashionably dressed; aiming to please; CF. of good disposition	,d/E/b/@/'n/(@)/r	Not Available	normal	false
debunk	expose as false, exaggerated, worthless, etc.; ridicule	d/I/'b/@//N/k	Not Available	normal	false
debut	d\'ebut; first public appearance; formal presentation of a young woman to society	'd/eI/b/j//u/	Not Available	easy	false
debutante	young woman making formal entrance into society	'd/E/b/j//u/,t/A/nt	Not Available	normal	false
decadence	decay; fall to a lower level (of morality, civilization, or art); ADJ. decadent	'd/E/k/@/d/@/ns	Not Available	normal	false
decant	pour off gently (wine or liquid)	d/I/'k/&/nt	Not Available	normal	false
decapitate	behead	d/I/'k/&/p/I/,t/eI/t	Not Available	normal	false
decelerate	slow down	d/i/'s/E/l/@/,r/eI/t	Not Available	normal	false
deciduous	falling off at a specific season or stage of growth as of leaves;	d/I/'s/I//dZ//u//@/s	deciduous tree/teeth	normal	false
decimate	kill (usually one out of ten or every tenth man); destroy or kill a large part of	'd/E/s/@/,m/eI/t	Not Available	normal	false
decipher	decode; CF. indecipherable	d/I/'s/aI/f/@/r	Not Available	normal	false
declivity	downward slope	d/I/'kl/I/v/I/t/i/	Not Available	normal	false
decomposition	decay; V. decompose: decay; break and separate into simple parts	,d/i/k/A/mp/@/'z/I//S//@/n	Not Available	normal	false
decorous	proper (in behavior, conduct, or appearance)	'd/E/k/@/r/@/s	Not Available	normal	false
decorum	propriety; orderliness and good taste in manners; appropriateness of behavior or conduct	d/I/'k/oU/r/@/m	Not Available	normal	false
decoy	to lead or tempt (a person) into danger by trickery; entice	d/I/'k//Oi//	You cannot decoy us into the prison camp (New York Times).	normal	false
decree	authoritative order; edict; judgment of a court of law; V: order or judge by decree	d/I/'kr/i/	Not Available	normal	false
decrepit	broken down or weakened by old age; old and feeble	d/I/'kr/E/p/I/t	decrepit old chair/man. He was too decrepit to climb the stairs.	normal	false
decrepitude	state of collapse or weakness caused by illness or old age	d/I/'kr/E/p/I/,t/u/d	Not Available	normal	false
